date,disp
2023-05-01T00:00:00Z,0
2023-05-01T06:00:00Z,0.6685802831184114
2023-05-01T12:00:00Z,1.019233372007342
2023-05-01T18:00:00Z,1.329168844456428
2023-05-02T00:00:00Z,1.4987925007005993
2023-05-02T06:00:00Z,1.7889681494034024
2023-05-02T12:00:00Z,2.0804921168473545
2023-05-02T18:00:00Z,2.2152761077949
2023-05-03T00:00:00Z,1.8863985542376525
2023-05-03T06:00:00Z,2.3638114279808273
2023-05-03T12:00:00Z,2.092883368666068
2023-05-03T18:00:00Z,2.5752776314521815
2023-05-04T00:00:00Z,2.699377757858954
2023-05-04T06:00:00Z,2.573117027395895
2023-05-04T12:00:00Z,2.894579879718718
2023-05-04T18:00:00Z,2.9579708228791763
2023-05-05T00:00:00Z,2.8406302006887123
2023-05-05T06:00:00Z,3.141041003718644
2023-05-05T12:00:00Z,3.517228630799681
2023-05-05T18:00:00Z,4.31730910305675
2023-05-06T00:00:00Z,4.70196718094672
2023-05-06T06:00:00Z,3.814434938374737
2023-05-06T12:00:00Z,4.11639440961158
2023-05-06T18:00:00Z,4.007584541532801
2023-05-07T00:00:00Z,3.8325768268827116
2023-05-07T06:00:00Z,4.042742671212961
2023-05-07T12:00:00Z,4.5642789067072265
2023-05-07T18:00:00Z,4.800844899611307
2023-05-08T00:00:00Z,5.369146801559457
2023-05-08T06:00:00Z,5.441487494101772
2023-05-08T12:00:00Z,5.795606350099748
2023-05-08T18:00:00Z,5.966621065211838
2023-05-09T00:00:00Z,6.183583279816977
2023-05-09T06:00:00Z,5.775049848194822
2023-05-09T12:00:00Z,5.92236119004018
2023-05-09T18:00:00Z,6.621801864595179
2023-05-10T00:00:00Z,5.9259609504428665
2023-05-10T06:00:00Z,6.5283004637067625
2023-05-10T12:00:00Z,6.113820718158558
2023-05-10T18:00:00Z,6.463780379026721
2023-05-11T00:00:00Z,7.331371958055948
2023-05-11T06:00:00Z,6.652193337386237
2023-05-11T12:00:00Z,7.416599210294768
2023-05-11T18:00:00Z,7.56654967729786
2023-05-12T00:00:00Z,8.048573058526074
2023-05-12T06:00:00Z,7.817363916560716
2023-05-12T12:00:00Z,8.248723698879255
2023-05-12T18:00:00Z,7.944923708932634
2023-05-13T00:00:00Z,8.298721392783152
2023-05-13T06:00:00Z,8.558083816802922
2023-05-13T12:00:00Z,9.889904843633468
2023-05-13T18:00:00Z,10.205025888847748
2023-05-14T00:00:00Z,10.530425940956938
2023-05-14T06:00:00Z,10.596451594213795
2023-05-14T12:00:00Z,10.937474124154939
2023-05-14T18:00:00Z,10.673563527992592
2023-05-15T00:00:00Z,11.084051554287297
2023-05-15T06:00:00Z,11.123242040818338
2023-05-15T12:00:00Z,11.15844597692819
2023-05-15T18:00:00Z,12.114732371598395
2023-05-16T00:00:00Z,11.473462001629848
2023-05-16T06:00:00Z,12.275914539927932
2023-05-16T12:00:00Z,13.26297510923337
2023-05-16T18:00:00Z,13.610266654646615
2023-05-17T00:00:00Z,13.916474497800174
2023-05-17T06:00:00Z,14.014634673474834
2023-05-17T12:00:00Z,14.316909265281415
2023-05-17T18:00:00Z,13.703011199096919
2023-05-18T00:00:00Z,13.699374317637046
2023-05-18T06:00:00Z,13.832772967191406
2023-05-18T12:00:00Z,13.205577082636507
2023-05-18T18:00:00Z,13.622104341442274
2023-05-19T00:00:00Z,14.08198296024615
2023-05-19T06:00:00Z,14.5842544914914
2023-05-19T12:00:00Z,14.585245611895845
2023-05-19T18:00:00Z,14.94402465682872
2023-05-20T00:00:00Z,14.858193869451219
2023-05-20T06:00:00Z,15.341577295351781
2023-05-20T12:00:00Z,15.779822553839585
2023-05-20T18:00:00Z,15.699238462516806
2023-05-21T00:00:00Z,16.31505881342989
2023-05-21T06:00:00Z,16.100705868509845
2023-05-21T12:00:00Z,16.217201839150842
2023-05-21T18:00:00Z,15.623900265974203
2023-05-22T00:00:00Z,15.637602584452683
2023-05-22T06:00:00Z,16.532158432500445
2023-05-22T12:00:00Z,16.28657665823244
2023-05-22T18:00:00Z,16.727159537834986
2023-05-23T00:00:00Z,17.03861053652331
2023-05-23T06:00:00Z,17.629991361457495
2023-05-23T12:00:00Z,18.43696407711806
2023-05-23T18:00:00Z,19.054567330922136
2023-05-24T00:00:00Z,19.761428208562112
2023-05-24T06:00:00Z,20.385905070058197
2023-05-24T12:00:00Z,20.730194549492072
2023-05-24T18:00:00Z,21.326816471435137
2023-05-25T00:00:00Z,21.300251304686434
2023-05-25T06:00:00Z,21.707872920431875
2023-05-25T12:00:00Z,21.778640747467197
2023-05-25T18:00:00Z,22.6756039472517
2023-05-26T00:00:00Z,22.251247611858005
2023-05-26T06:00:00Z,22.306452727608164
2023-05-26T12:00:00Z,22.425981153534845
2023-05-26T18:00:00Z,21.83823345611821
2023-05-27T00:00:00Z,21.878894774967854
2023-05-27T06:00:00Z,21.96761821295995
2023-05-27T12:00:00Z,21.916923414463806
2023-05-27T18:00:00Z,22.606026960776074
2023-05-28T00:00:00Z,22.440825922707525
2023-05-28T06:00:00Z,22.964383564681217
2023-05-28T12:00:00Z,23.76964626223067
2023-05-28T18:00:00Z,23.657399998317473
2023-05-29T00:00:00Z,23.77957198576851
2023-05-29T06:00:00Z,24.096209456894872
2023-05-29T12:00:00Z,24.87877047950577
2023-05-29T18:00:00Z,25.157077612047097
2023-05-30T00:00:00Z,25.512581961578846
2023-05-30T06:00:00Z,25.715119518773484
2023-05-30T12:00:00Z,26.255769550504034
2023-05-30T18:00:00Z,26.710251241817073
2023-05-31T00:00:00Z,26.618621727817953
2023-05-31T06:00:00Z,26.64146341303272
2023-05-31T12:00:00Z,26.61184102598323
2023-05-31T18:00:00Z,26.89802356979474
2023-06-01T00:00:00Z,27.045584418350256
2023-06-01T06:00:00Z,27.26817455533623
2023-06-01T12:00:00Z,27.174804120678196
2023-06-01T18:00:00Z,27.36196048041973
2023-06-02T00:00:00Z,27.869476928341186
2023-06-02T06:00:00Z,27.513038639551702
2023-06-02T12:00:00Z,27.75952320422151
2023-06-02T18:00:00Z,27.66342984261456
2023-06-03T00:00:00Z,27.626889788545096
2023-06-03T06:00:00Z,27.60755863295155
2023-06-03T12:00:00Z,27.879810587739335
2023-06-03T18:00:00Z,27.199377496522292
2023-06-04T00:00:00Z,27.850473713285655
2023-06-04T06:00:00Z,28.124550688044245
2023-06-04T12:00:00Z,28.02270331395757
2023-06-04T18:00:00Z,28.40593267516038
2023-06-05T00:00:00Z,28.474616270666118
2023-06-05T06:00:00Z,29.496778185915918
2023-06-05T12:00:00Z,30.182789494155127
2023-06-05T18:00:00Z,29.740245797964196
2023-06-06T00:00:00Z,30.53135507114168
2023-06-06T06:00:00Z,30.666657867885238
2023-06-06T12:00:00Z,31.498860420806423
2023-06-06T18:00:00Z,31.679431457145544
2023-06-07T00:00:00Z,32.005289163054194
2023-06-07T06:00:00Z,32.04525704284936
2023-06-07T12:00:00Z,32.23328657862558
2023-06-07T18:00:00Z,32.80251761336547
2023-06-08T00:00:00Z,32.93701260976067
2023-06-08T06:00:00Z,32.99079096359627
2023-06-08T12:00:00Z,32.85460208986837
2023-06-08T18:00:00Z,33.06435708607293
2023-06-09T00:00:00Z,33.47622351468106
2023-06-09T06:00:00Z,33.02702661949935
2023-06-09T12:00:00Z,33.11170379116724
2023-06-09T18:00:00Z,32.852433495707054
2023-06-10T00:00:00Z,32.81065508564856
2023-06-10T06:00:00Z,32.94591671360442
2023-06-10T12:00:00Z,33.31844827701568
2023-06-10T18:00:00Z,32.89719138385842
2023-06-11T00:00:00Z,33.678196292129606
2023-06-11T06:00:00Z,33.676985352756255
2023-06-11T12:00:00Z,33.470640090320956
2023-06-11T18:00:00Z,33.823100943281524
2023-06-12T00:00:00Z,34.38378541652379
2023-06-12T06:00:00Z,34.642834842383444
2023-06-12T12:00:00Z,34.97953602065364
2023-06-12T18:00:00Z,35.55325109899052
2023-06-13T00:00:00Z,35.49071033143535
2023-06-13T06:00:00Z,36.009330003362315
2023-06-13T12:00:00Z,36.88091843844987
2023-06-13T18:00:00Z,37.25732485251634
2023-06-14T00:00:00Z,36.85988003638757
2023-06-14T06:00:00Z,37.12762557405302
2023-06-14T12:00:00Z,37.3969880139192
2023-06-14T18:00:00Z,37.528092420634465
2023-06-15T00:00:00Z,37.87058253474112
2023-06-15T06:00:00Z,38.284853076884794
2023-06-15T12:00:00Z,38.167556218891285
2023-06-15T18:00:00Z,37.53220011498997
2023-06-16T00:00:00Z,38.269191004993296
2023-06-16T06:00:00Z,38.012553406372795
2023-06-16T12:00:00Z,37.94350480471637
2023-06-16T18:00:00Z,38.327632561063176
2023-06-17T00:00:00Z,37.94285597858839
2023-06-17T06:00:00Z,38.3811814313233
2023-06-17T12:00:00Z,39.13666614281969
2023-06-17T18:00:00Z,39.629465164338974
2023-06-18T00:00:00Z,39.931364057552194
2023-06-18T06:00:00Z,39.92247735548717
2023-06-18T12:00:00Z,40.22731626440689
